Call_Number,SiteCode,Latitude,Longitude,Date,Year,Cape,Zone,Transect,Quadrat,Exposure (if noted),RelativeRugosity,SubstrateType,TotalAdultUrchins,PittedUrchins,CreviceUrchins,OpenUrchins,JuvenileUrchins,PittedJuveniles,RecruitUrchins,RedUrchins,EmptyPits,PitsPresent,UrchinSize1,UrchinSize2,UrchinSize3,UrchinSize4,UrchinSize5,Attached red drift ,Attached brown drift ,Attached green drift ,Attached phyllospadix drift,Attached other drift,TotalAttachedDrift,UrchinCover,AlgaeHoldfasts,UnderstoryAlgae,EmphermalGreens ,PhyllospadixRhizomes,CorallineCrusts,RedBrownCrusts,SessileInverts,SandCobble,BareRock,AvailableBareRock,TotalPrimaryCover,Egregia,Hedophyllum,Mastocarpus,Laminaria,Alaria,Mazzaella,Costaria,Phyllospadix,Nereocystis,Pyropia,Lessoniopsis,Fucus,Stephanocystis,Desmerestia ,Red Blade 2,Erhythophyllum (red blade 1),Chondracanthus (turkish towel),Prionitis,Constaninea,Unknown or Other,Diatom,Total Canopy
RP_2024_NPZ_1_4,RP,42.71666,-124.467,6/26/24,2024,CB,NPZ,1,4,,,FD,21,6,1,14,0,0,NA,0,5,5,4.9,4.9,6.4,5.6,6.1,0,0,1,2,0,3,NA,0,3,0.1,0.1,1,0,0.1,23,73,NA,100,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,1
RP_2024_NPZ_1_5,RP,42.71666,-124.467,6/26/24,2024,CB,NPZ,1,5,,,,35,1,7,27,2,0,NA,0,0,1,5,3.8,4.2,4.4,4.2,1,0,0,1,0,2,NA,0,0,0,4,6,1,0,20,69,NA,100,0,0,0,0,0,0,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,8
RP_2024_NPZ_2_1,RP,42.71666,-124.467,7/22/24,2024,CB,NPZ,2,1,,,VD,18,1,10,7,20,1,NA,0,0,1,4,4.2,4.6,2.1,4.6,0,0,0,1,0,1,NA,0,0,0,0,33,4,5,0,58,NA,100,0,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,6
RP_2024_NPZ_2_2,RP,42.71666,-124.467,7/22/24,2024,CB,NPZ,2,2,,,VD,10,0,10,0,13,0,NA,0,0,0,3.5,3.3,4.2,4.3,,0,0,0,1,0,1,NA,2,7,0,14,61,10,3,1,2,NA,100,20,0,0,0,0,12,0,60,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,92
RP_2024_NPZ_2_3,RP,42.71666,-124.467,7/22/24,2024,CB,NPZ,2,3,,,,45,3,12,30,25,1,NA,0,0,3,3.4,4.9,3.5,3.8,3.9,0,0,1,1,0,2,NA,0,0,0,0.1,23,4,6,10,57,NA,100,1,0,0,0,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,11
RP_2024_NPZ_2_4,RP,42.71666,-124.467,7/22/24,2024,CB,NPZ,2,4,,,CD,33,12,18,3,20,0,NA,0,0,0,5.1,6.7,4.7,4.9,3.1,1,0,0,1,0,2,NA,0,0,0,0,80,1,2,6,11,NA,100,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,4
RP_2024_NPZ_2_5,RP,42.71666,-124.467,7/22/24,2024,CB,NPZ,2,5,,,VD,33,1,5,27,7,0,NA,0,0,0,2.3,5.3,4.1,3.8,6.5,0,0,0,1,0,1,NA,3,0,0,3,16,4,3,5,66,NA,100,0,9,0,0,0,0,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,18
RP_2024_UPZ_1_1,RP,42.71666,-124.467,6/26/24,2024,CB,UPZ,1,1,,,FD,19,1,6,12,5,0,NA,0,2,3,5.4,5.5,5.9,4.8,4.3,0,2,0,2,0,4,NA,0,6,0,0,66,8,6,5,9,NA,100,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,1
RP_2024_UPZ_1_2,RP,42.71666,-124.467,6/26/24,2024,CB,UPZ,1,2,,,VD,14,1,10,3,14,2,NA,0,0,1,2.7,4.7,5.1,3.3,2.7,0,1,0,1,0,2,NA,0,5,0,5,48,15,8,0.1,19,NA,100,0,0,0,0,0,4,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,12
RP_2024_UPZ_1_3,RP,42.71666,-124.467,6/26/24,2024,CB,UPZ,1,3,,,VD,9,1,6,2,2,0,NA,0,0,1,2.6,4.7,4.7,5.1,2.5,0,0,1,1,0,2,NA,3,19,0,0,57,16,1,0,4,NA,100,0,9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,9
RP_2024_UPZ_1_4,RP,42.71666,-124.467,6/26/24,2024,CB,UPZ,1,4,,,VB,17,7,2,8,16,0,NA,0,2,10,3.4,4,4.2,3.8,4.7,0,1,0,1,0,2,NA,0,7,0,0,76,11,2,0.1,4,NA,100,0,25,0,0,0,7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,32
RP_2024_UPZ_1_5,RP,42.71666,-124.467,6/26/24,2024,CB,UPZ,1,5,,,VD,15,8,5,2,1,1,NA,0,3,11,3.1,5.9,3.3,3.3,,0,0,0,0,0,0,NA,1,34,0,0,51,6,2,0.1,6,NA,100,0,8,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,12
RP_2024_UPZ_2_1,RP,42.71666,-124.467,7/22/24,2024,CB,UPZ,2,1,,,VD,13,2,1,10,9,0,NA,0,0,2,6.1,5.8,5.2,6.8,4.4,0,0,0,1,0,1,NA,1,26,0,0,8,7,7,5,46,NA,100,7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,7
RP_2024_UPZ_2_2,RP,42.71666,-124.467,7/22/24,2024,CB,UPZ,2,2,,,FD,31,12,2,17,28,2,NA,0,0,12,4.2,4.5,3.4,3.8,4.1,0,1,0,1,0,2,NA,0,5,0,0,8,3,17,4,63,NA,100,0,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,7
RP_2024_UPZ_2_3,RP,42.71666,-124.467,7/22/24,2024,CB,UPZ,2,3,,,VD,21,2,5,14,22,2,NA,0,0,3,3.7,2.9,1.8,3.4,3.4,0,0,0,1,0,1,NA,0,12,0,0,56,11,12,5,4,NA,100,0,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,7
RP_2024_UPZ_2_4,RP,42.71666,-124.467,7/22/24,2024,CB,UPZ,2,4,,,VD,12,5,2,5,20,1,NA,0,0,5,5.4,5,2.9,3.7,2.2,0,0,0,1,0,1,NA,1,11,0,4,10,5,4,3,62,NA,100,0,4,0,0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,16
RP_2024_UPZ_2_5,RP,42.71666,-124.467,7/22/24,2024,CB,UPZ,2,5,,,VD,18,2,2,14,17,1,NA,0,0,2,5.2,3.9,4.9,4.6,4.2,0,0,0,0,0,0,NA,0,0,0,0,14,9,7,0,70,NA,100,3,0,0,7,0,4,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,0,NA,0,18
CMS_2024_AZ_1_1,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,1,1,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,0,0,1,3,20,0,60,NA,100,0,0,16,0,0,18,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,0,NA,0,41
CMS_2024_AZ_1_2,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,1,2,,,VB,2,2,0,0,1,1,,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,5,5,45,0,38,NA,100,0,0,20,0,0,12,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,33
CMS_2024_AZ_1_3,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,1,3,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,0,0.1,0.1,30,0,57,NA,100,0,0,34,0,0,6,0,0,0,9,0,0.1,NA,NA,NA,NA,NA,NA,0,NA,0,49.1
CMS_2024_AZ_1_4,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,1,4,,,VB,1,1,0,0,0,0,,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,0,1,1,40,0,50,NA,100,0,0,13,0,0,11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,24
CMS_2024_AZ_1_5,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,1,5,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,0,3,1,58,0,12,NA,100,0,0,19,0,0,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,24
CMS_2024_AZ_2_1,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,2,1,,,FB,3,3,0,0,1,0,,0,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,0,0,5,0,4,0,5,NA,100,0,0,6,0,0,20,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,29
CMS_2024_AZ_2_2,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,2,2,,,FB,6,6,0,0,1,0,5,0,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,0,0,3,2,1,0.1,11,NA,100,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,2
CMS_2024_AZ_2_3,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,2,3,,,VB,4,4,0,0,5,0,0,0,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,1,0,5,1,4,0.1,4,NA,100,0,0,0,0,0,6,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,0,NA,0,6.1
CMS_2024_AZ_2_4,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,2,4,,,VB,1,1,0,0,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,3,0,0,8,13,0,57,NA,100,0,0,0,0,0,6,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,13
CMS_2024_AZ_2_5,CMS,40.3408,-124.3633,7/20/24,2024,CM,AZ,2,5,,,VB,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0.1,15,0,82,NA,100,0,0,1,0,0,0,0,0,0,15,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,16
CMS_2024_UPZ_1_1,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,1,1,,,VB,34,14,3,17,24,8,0,0,0,14,4.1,3.2,4.2,4.5,3.8,0,0,0,1,0,1,NA,6,9,0,0,70,2,1,0,12,NA,100,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,1
CMS_2024_UPZ_1_2,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,1,2,,,VB,11,10,0,1,35,NA,13,0,3,13,2.8,3.5,2.7,2.9,1.5,0,0,0,1,0,1,NA,1,16,0,0,70,5,0,0,8,NA,100,0,0,0,0,0,0,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,6
CMS_2024_UPZ_1_3,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,1,3,,,FB,49,49,0,0,40,NA,15,0,0,48,5.1,4.2,2.8,3.2,3.9,0,0,1,0,0,1,NA,8,6,0,0,70,5,2,0,9,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_UPZ_1_4,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,1,4,,,FB,40,11,0,29,14,NA,6,0,1,12,4.9,4.8,4.4,5.5,3.7,0,0,0,0,0,0,NA,0,0.1,0,0,77,3,7,2,11,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_UPZ_1_5,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,1,5,,,CB,48,4,0,44,4,NA,19,0,0,4,5.2,4.7,4.4,3.5,5.6,0,0,0,0,0,0,NA,0,0,0,0,65,0,15,0,20,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_UPZ_2_1,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,2,1,,,FB,6,6,0,0,12,NA,19,0,2,9,4.2,2.8,3.7,2.2,2.9,0,1,0,1,0,2,NA,1,65,0,0,24,3,1,0,6,NA,100,2,12,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,19
CMS_2024_UPZ_2_2,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,2,2,,,FB,16,7,3,6,28,NA,29,0,3,11,4.5,3.9,3.4,2.8,2,0,1,0,0,0,1,NA,0,18,0,0,27,2,4,0,49,NA,100,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,4
CMS_2024_UPZ_2_3,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,2,3,,,TP,45,41,4,0,65,NA,38,0,0,41,3.5,3.8,4.5,3.8,3.8,0,0,0,1,1,2,NA,0,6,0,0,25,0,4,3,62,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_UPZ_2_4,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,2,4,,,FB,6,6,0,0,9,NA,7,0,4,11,4.4,2.9,3.5,1.6,2.5,0,0,0,0,1,1,NA,0,30,0,0,30,3,3,0,34,NA,100,0,19,0,0,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,25
CMS_2024_UPZ_2_5,CMS,40.3408,-124.3633,7/20/24,2024,CM,UPZ,2,5,,,FB,8,7,1,0,25,NA,28,0,6,13,4.2,4.4,3,3.2,3.2,0,0,0,0,1,1,NA,0,11,0,0,81,1,4,0,3,NA,100,32,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,32
CMS_2024_NPZ_1_1,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,1,1,,,CD,45,45,0,0,9,0,4,0,0,45,4.7,5.5,5.1,3.8,2.7,0,0,0,1,0,1,NA,0,0,0,0,14,2,0,0,84,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_1_2,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,1,2,,,CD,31,1,4,26,33,1,0,0,1,2,3.6,2.7,2.9,2.8,2.8,0,0,0,1,0,1,NA,0,4,0,0,19,0,10,0,67,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_1_3,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,1,3,,,CB,46,0,3,43,11,0,0,0,0,0,6.3,6.3,4.6,5.4,4.7,0,0,0,0,0,0,NA,0,0,0,0,3,0,7,10,80,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_1_4,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,1,4,,,CD,36,1,4,31,24,0,0,0,1,2,4,5.4,4.2,6.6,4.4,0,0,0,0,0,0,NA,0,2,0,0,11,2,4,2,79,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_1_5,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,1,5,,,CD,56,0,2,54,8,0,0,0,0,0,4.1,2.6,3.1,4.4,3.1,0,1,0,1,1,3,NA,0,0,0,0,8,0,2,6,84,NA,100,0,0,2,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,6
CMS_2024_NPZ_2_1,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,2,1,,,CC,34,0,3,31,0,0,0,0,0,0,5.7,3.4,2.7,6.3,4.3,0,0,0,0,0,0,NA,0,0,0,0,4,1,0,17,78,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_2_2,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,2,2,,,CC,29,0,0,29,0,0,0,0,0,0,4.4,5.3,4.8,6.1,4.2,0,0,0,0,0,0,NA,0,0,0,0,2,1,3,3,91,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_2_3,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,2,3,,,CD,27,0,19,8,0,0,0,0,0,0,4.9,5.3,3.9,3.3,2.9,0,0,0,0,0,0,NA,0,0,0,0,0.1,0,0,3,97,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_2_4,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,2,4,,,CD,36,0,13,23,0,0,0,0,0,0,3.2,2.7,5.9,5.4,5.6,0,0,0,0,0,0,NA,0,3,0,0,1,8,3,3,82,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMS_2024_NPZ_2_5,CMS,40.3408,-124.3633,7/20/24,2024,CM,NPZ,2,5,,,CC,40,0,23,17,1,0,0,0,0,0,3.5,4.1,6.3,4.3,4.4,0,0,0,0,1,1,NA,0,0,0,0,1,0.1,0,0,99,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_NPZ_2_1,CMN,40.343,124.3645,7/21/24,2024,CM,NPZ,2,1,,,CC,38,36,0,2,6,0,,0,2,38,4.7,4.4,5.9,7.3,5.6,0,0,0,0,0,0,NA,0,0,0,0,9,3,3,5,80,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_NPZ_2_2,CMN,40.343,124.3645,7/21/14,2024,CM,NPZ,2,2,,,CC,20,12,0,8,11,0,,0,1,13,5.6,4.2,3.4,5.2,4.5,2,0,0,0,0,2,NA,0,26,0,0,11,7,4,6,46,NA,100,0,0,0,0,0,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,8
CMN_2024_NPZ_2_3,CMN,40.343,124.3645,7/21/24,2024,CM,NPZ,2,3,,,VD,30,15,0,15,8,0,,0,2,17,5,5.3,5.7,4.9,3.7,1,0,0,0,0,1,NA,0,20,0,0,6,0,1,0.1,73,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_NPZ_2_4,CMN,40.343,124.3645,7/21/14,2024,CM,NPZ,2,4,,,CB,22,3,0,19,0,0,,0,0,3,8.1,5.8,5,5.3,5.4,0,1,0,0,0,1,NA,0,14,0,0,7,0,3,8,68,NA,100,0,0,0,0,0,7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,7
CMN_2024_NPZ_2_5,CMN,40.343,124.3645,7/21/24,2024,CM,NPZ,2,5,,,CB,47,0,0,47,9,0,,0,0,0,6.2,4.7,6.1,5.5,3,0,0,0,0,0,0,NA,0,0,0,0,1,0.1,4,32,63,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_AZ_2_1,CMN,40.343,124.3645,7/21/14,2024,CM,AZ,2,1,,,FB,0,0,0,0,0,0,,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,0,0,0,0.1,2,0,13,NA,100,0,0,26,0,0,6,0,0,0,1,0,19,NA,NA,NA,NA,NA,NA,0,NA,0,52
CMN_2024_AZ_2_2,CMN,40.343,124.3645,7/21/24,2024,CM,AZ,2,2,,,FB,0,0,0,0,0,0,,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92,0,0,0.1,0.1,0.1,0,8,NA,100,0,0,9,0,0,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,0,NA,0,28
CMN_2024_AZ_2_3,CMN,40.343,124.3645,7/21/14,2024,CM,AZ,2,3,,,FB,0,0,0,0,0,0,,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88,0,0,0,1,6,0,5,NA,100,0,0,16,0,0,6,0,0,0,23,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,45
CMN_2024_AZ_2_4,CMN,40.343,124.3645,7/21/24,2024,CM,AZ,2,4,,,FB,0,0,0,0,0,0,,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76,0,0,3,2,7,8,4,NA,100,0,0,6,0,0,64,0,0,0,4,0,5,NA,NA,NA,NA,NA,NA,0,NA,0,79
CMN_2024_AZ_2_5,CMN,40.343,124.3645,7/21/14,2024,CM,AZ,2,5,,,FB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84,0,0,0,0.1,11,2,3,NA,100,0,0,4,0,0,44,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,0,NA,0,53
CMN_2024_AZ_1_1,CMN,40.343,124.3645,7/21/04,2024,CM,AZ,1,1,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,0,0,6,0,0,4,4,NA,100,0,0,0,0,0,100,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,100
CMN_2024_AZ_1_2,CMN,40.343,124.3645,7/21/94,2024,CM,AZ,1,2,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92,0,0,5,0.1,0,0,3,NA,100,0,0,9,0,0,94,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,103
CMN_2024_AZ_1_3,CMN,40.343,124.3645,7/21/84,2024,CM,AZ,1,3,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92,0,0,4,0,0,4,0,NA,100,0,0,0,0,0,98,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,98
CMN_2024_AZ_1_4,CMN,40.343,124.3645,7/21/74,2024,CM,AZ,1,4,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,0,0,7,5,0.1,2,3,NA,100,0,0,0,0,0,96,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,96
CMN_2024_AZ_1_5,CMN,40.343,124.3645,7/21/64,2024,CM,AZ,1,5,,,VB,0,0,0,0,0,0,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89,0,0,6,0.1,0.1,4,1,NA,100,0,0,0,0,0,92,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,92
CMN_2024_UPZ_1_1,CMN,40.343,124.3645,7/21/54,2024,CM,UPZ,1,1,,,VB,15,15,0,0,21,21,,0,7,22,2.3,3.9,3.9,4.3,1.7,1,0,0,0,0,1,NA,0,47,0,0,36,9,1,0.1,7,NA,100,0,18,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,18
CMN_2024_UPZ_1_2,CMN,40.343,124.3645,7/21/44,2024,CM,UPZ,1,2,,,VB,13,13,0,0,13,0,,0,9,22,5,4.9,3.2,2.8,3,0,1,0,0,0,1,NA,0,53,0,0,35,2,2,0,8,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_UPZ_1_3,CMN,40.343,124.3645,7/21/34,2024,CM,UPZ,1,3,,,VB,27,27,0,0,1,0,,0,9,36,4.3,4.6,4.3,3.6,5.5,0,0,0,0,0,0,NA,0,5,0,0,17,3,3,0.1,72,NA,100,0,22,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,23
CMN_2024_UPZ_1_4,CMN,40.343,124.3645,7/21/24,2024,CM,UPZ,1,4,,,VB,18,18,0,0,28,3,,0,4,22,2.4,2.8,3,2.9,2.9,0,0,1,0,0,1,NA,0,11,0,0,82,0.1,2,0,5,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_UPZ_1_5,CMN,40.343,124.3645,7/21/14,2024,CM,UPZ,1,5,,,VB,8,7,1,0,30,30,,0,4,11,3.2,2.7,2.4,3.8,2.2,0,0,1,0,0,1,NA,4,7,0,0,80,1,1,1,6,NA,100,0,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,8
CMN_2024_UPZ_2_1,CMN,40.343,124.3645,7/21/04,2024,CM,UPZ,2,1,,,VB,13,10,3,0,18,0,,0,0,10,4.2,3.6,3.3,4.8,4.5,0,1,0,0,0,1,NA,0,0,0,0,86,0,5,0,9,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_UPZ_2_2,CMN,40.343,124.3645,7/21/14,2024,CM,UPZ,2,2,,,VB,31,23,0,8,7,0,,0,2,25,5.8,4,5.2,4.3,4.1,0,2,0,0,0,2,NA,0,5,0,0,86,7,2,0,0,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_UPZ_2_3,CMN,40.343,124.3645,7/21/24,2024,CM,UPZ,2,3,,,VB,13,10,0,3,18,0,,0,2,12,4.7,3.6,5.3,4.4,4.4,0,0,0,0,0,0,NA,0,11,0,0,15,3,0,0,71,NA,100,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,2
CMN_2024_UPZ_2_4,CMN,40.343,124.3645,7/21/14,2024,CM,UPZ,2,4,,,VB,31,23,0,8,42,0,,0,0,23,4.3,3.6,6.9,7,5.5,0,1,0,0,0,1,NA,0,3,0,0,85,2,0.1,0,10,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_UPZ_2_5,CMN,40.343,124.3645,7/21/24,2024,CM,UPZ,2,5,,,CB,20,13,7,0,14,0,,0,1,14,6.1,6.9,6.1,4.7,6.8,0,1,0,0,0,1,NA,0,7,0,0,15,1,3,0.1,74,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
CMN_2024_NPZ_1_1,CMN,40.343,124.3645,7/21/14,2024,CM,NPZ,1,1,,,,26,0,0,26,7,0,,0,0,0,5.9,4.6,6.8,6,6.3,1,0,0,0,0,1,NA,0,0,0,0,77,3,12,0,8,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0
